Injury Severity,Latitude,Longitude
No Injury,39.12885295,-77.16759726
No Injury,39.008679,-77.04016417
No Injury,39.003645,-77.184525
No Injury,39.11345667,-77.21613833
No Injury,39.04175292,-76.98121727
No Injury,39.06934333,-77.130915
No Injury,39.09206833,-77.06943
No Injury,39.011488,-77.124443
No Injury,39.18133431,-77.26957485
No Injury,39.02971833,-77.01337667
Minor Injury,39.1438826,-77.20161438
No Injury,39.104545,-77.196515
Minor Injury,39.01295,-77.07997833
No Injury,39.142885,-77.14411667
No Injury,39.13827833,-76.98993167
No Injury,39.08021983,-77.08055824
No Injury,39.04129461,-76.9850421
No Injury,39.156475,-77.20265
No Injury,39.02606167,-77.13628167
No Injury,38.994725,-77.02761
No Injury,39.14889833,-77.030755
No Injury,39.12111296,-76.98892593
No Injury,39.047695,-77.05203333
No Injury,39.13125833,-77.16144667
No Injury,38.99023667,-76.99347167
No Injury,39.15691,-77.16607
No Injury,39.12645,-77.21141667
No Injury,39.08443333,-77.07822833
No Injury,39.05562667,-77.149075
No Injury,39.05753961,-77.0501127
No Injury,39.04695616,-77.05228819
No Injury,39.08280183,-77.13686117
No Injury,39.07905,-77.089695
No Injury,39.00677833,-77.02105
No Injury,39.18754667,-77.02479833
No Injury,39.01910554,-76.97657838
No Injury,39.02214667,-77.10307833
No Injury,38.98503333,-77.00734167
No Injury,39.08325,-77.15442667
Minor Injury,39.03409,-76.986975
No Injury,39.17259333,-77.20172333
No Injury,39.02162383,-76.9770995
No Injury,39.08164217,-77.137307
No Injury,39.16033333,-77.23149167
No Injury,39.11296084,-76.99367378
No Injury,38.99577333,-77.00399833
No Injury,39.090875,-77.044095
No Injury,39.20056167,-77.20375167
Minor Injury,39.160825,-77.20204333
No Injury,39.14314667,-77.21726333
No Injury,39.14940167,-77.22883
Minor Injury,39.01330333,-76.98227167
No Injury,39.02541167,-77.04534333
No Injury,39.07224167,-77.13379667
No Injury,39.07967867,-77.13814217
No Injury,39.01804833,-77.01480333
No Injury,39.14074451,-77.20445216
No Injury,39.07944667,-77.0737
No Injury,39.20535667,-77.24323
No Injury,39.16219167,-77.28334167
No Injury,39.00109333,-77.07705
No Injury,39.08535167,-77.148355
No Injury,39.12858333,-77.16810167
Minor Injury,39.01572167,-77.20543833
No Injury,39.14364667,-77.1931
Minor Injury,39.24835667,-77.274285
No Injury,39.02247667,-77.12367667
Minor Injury,39.074185,-77.13541167
Minor Injury,39.119035,-77.02121833
Minor Injury,39.19510833,-77.18481333
Minor Injury,39.09513283,-77.1531925
No Injury,39.11061,-76.98979833
No Injury,39.10384667,-77.19104333
Minor Injury,39.06322,-77.29574
No Injury,39.18752167,-77.186245
Minor Injury,39.04805167,-77.151275
No Injury,39.03390833,-77.00227667
No Injury,39.16676167,-77.27067667
No Injury,39.06619233,-77.09977283
Serious Injury,39.02329367,-77.13232833
No Injury,38.99984833,-77.07726
No Injury,39.00704167,-76.98023
Minor Injury,39.278465,-77.32243833
No Injury,38.98729333,-77.09816333
No Injury,39.16091333,-77.163345
No Injury,39.01007,-76.99939833
No Injury,39.103414,-77.155925
Minor Injury,39.0095425,-77.04039117
No Injury,39.16969758,-77.20449239
No Injury,38.98509167,-77.09264833
No Injury,39.22906167,-77.26728833
No Injury,39.09261983,-77.13075583
No Injury,39.06661406,-77.05954313
No Injury,38.95819833,-77.130855
No Injury,39.15339065,-77.06691384
No Injury,39.07720072,-77.12376595
No Injury,39.04978117,-77.1142555
Minor Injury,39.05262,-77.051215
No Injury,39.10091,-77.075655
No Injury,39.08411333,-77.15032833
No Injury,39.14889333,-77.02205167
No Injury,38.99463106,-77.03622937
No Injury,39.06737167,-77.2026
No Injury,39.145425,-77.22145167
Minor Injury,39.10978333,-77.30243333
No Injury,39.07145,-77.167625
No Injury,38.953,-77.338
No Injury,39.15357,-77.29712017
No Injury,39.14052,-77.21023
Minor Injury,39.122415,-77.17808667
No Injury,39.16609667,-77.21428167
No Injury,39.00090167,-77.05429
Minor Injury,39.14058833,-77.202405
Minor Injury,39.04456167,-77.120565
No Injury,39.00668334,-77.09682047
No Injury,39.01930167,-77.00997
Minor Injury,39.09035183,-77.12883367
Minor Injury,39.14098167,-77.151745
No Injury,39.0137,-77.00396333
Minor Injury,39.02651333,-77.06643667
No Injury,39.111561,-76.92879617
No Injury,38.98224667,-77.01339667
No Injury,39.06820716,-77.06101835
No Injury,39.14476667,-77.21356333
No Injury,39.11808083,-77.17040033
No Injury,39.08540167,-77.14862717
Minor Injury,39.01931667,-77.21076667
No Injury,39.15457167,-77.21476167
No Injury,39.07374833,-77.13642167
No Injury,39.17342388,-77.09756613
No Injury,39.04356167,-77.06756
No Injury,39.04130167,-76.98569833
No Injury,39.02396167,-77.12751833
No Injury,39.21113333,-77.23932167
No Injury,39.14078667,-77.15212
Minor Injury,38.99309333,-76.99189833
No Injury,39.140255,-77.20951667
No Injury,39.21733833,-77.29721667
No Injury,39.09369683,-77.15034633
No Injury,39.073195,-77.11168333
No Injury,39.02385667,-77.12542167
Minor Injury,39.06839667,-77.07559
No Injury,39.03857667,-77.05438333
No Injury,39.01476833,-77.20411167
Minor Injury,38.982596,-77.13661483
No Injury,39.05300151,-77.07693458
Minor Injury,39.161925,-77.09453333
No Injury,38.99939948,-77.03170314
No Injury,39.15103833,-77.17038167
No Injury,39.0516851,-77.07500339
No Injury,39.04052667,-77.05584833
Minor Injury,38.987255,-76.98807667
Minor Injury,39.04511667,-77.06482833
No Injury,39.04075,-77.04448167
No Injury,39.04664333,-77.10533333
No Injury,39.15305162,-77.0667851
No Injury,39.16921,-77.24732667
No Injury,38.98340862,-76.98847264
Minor Injury,39.09251333,-77.07989833
No Injury,39.01550167,-77.00513167
No Injury,38.99595,-77.02787
No Injury,39.25047,-77.19461167
Minor Injury,39.02370667,-77.103035
No Injury,39.01743,-77.04357167
No Injury,39.02184333,-76.977115
Minor Injury,39.11416,-77.23585833
No Injury,38.97215667,-77.08983667
No Injury,39.00859,-77.01686
Serious Injury,39.09232206,-77.15342447
No Injury,39.11493333,-77.05272833
No Injury,39.22248333,-77.17583333
Minor Injury,39.02981,-77.05528167
No Injury,39.01953833,-77.01341667
No Injury,39.26035167,-77.22306833
Minor Injury,39.05549167,-77.08336333
Minor Injury,39.074465,-77.13551667
Minor Injury,39.09134517,-77.18015317
Minor Injury,39.03952,-77.054225
Minor Injury,39.16513667,-77.08360167
No Injury,39.01912624,-77.04610795
Minor Injury,39.07657167,-76.95806167
No Injury,39.11788333,-77.20599667
No Injury,39.04494333,-77.06482
No Injury,39.15488195,-77.21510991
No Injury,38.99723333,-77.02576667
No Injury,39.02974333,-77.13287833
No Injury,39.08479833,-77.15298833
No Injury,39.02685833,-77.14767667
No Injury,39.12472483,-77.1343965
Minor Injury,39.04012333,-77.12216167
No Injury,39.212485,-77.23918333
No Injury,39.01032238,-77.04086423
No Injury,39.10486667,-77.18933
No Injury,39.15945,-77.21926333
No Injury,39.29643333,-77.20466333
No Injury,39.08390818,-76.95015058
No Injury,39.15765833,-77.19199833
No Injury,38.98451781,-77.09410474
No Injury,39.1177,-76.971385
Minor Injury,39.04006667,-77.051115
Minor Injury,39.07502,-77.11582833
No Injury,39.19248,-77.24260667
No Injury,39.01092887,-76.97901517
No Injury,39.14040833,-77.19371167
No Injury,39.04057,-77.15919167
No Injury,39.158085,-77.21378
Minor Injury,39.03977382,-76.99078068
No Injury,38.96893667,-77.10953
No Injury,39.24648667,-77.23413833
No Injury,39.02394833,-77.01108333
Minor Injury,39.158595,-77.21248667
No Injury,39.18656833,-77.25337
Minor Injury,39.112314,-77.161829
No Injury,38.98424,-77.09048167
No Injury,38.99923,-77.00381333
No Injury,39.044053,-77.063102
Minor Injury,39.15479,-77.14236833
Minor Injury,39.10201167,-77.17688833
No Injury,39.178225,-77.23829
No Injury,38.99829333,-77.00281833
No Injury,39.07656036,-77.16737869
No Injury,39.07337333,-76.955905
No Injury,39.03791,-77.05083167
No Injury,39.0561075,-76.966658
No Injury,39.10633167,-76.91911667
Minor Injury,39.17686615,-77.26441696
No Injury,39.040328,-77.109653
No Injury,38.99871833,-76.99861833
No Injury,39.06144333,-77.04589833
No Injury,39.18058667,-77.23831333
No Injury,39.0927225,-77.18239067
No Injury,39.10318667,-77.07696
No Injury,39.14559044,-77.14391738
No Injury,39.142185,-77.19273
No Injury,38.9619,-77.08807
No Injury,38.99961833,-77.03179833
No Injury,39.09960833,-77.099445
No Injury,39.060125,-77.120285
No Injury,39.00007333,-76.99448333
No Injury,39.12349919,-77.17643313
No Injury,39.181315,-77.27604
No Injury,38.97023833,-77.11392833
Minor Injury,39.00110667,-77.12320833
No Injury,39.09634,-77.109045
No Injury,39.1154785,-77.1662575
No Injury,39.04924333,-77.114815
No Injury,39.08459833,-77.16113167
No Injury,39.02641333,-77.14382833
No Injury,39.015955,-77.03747333
No Injury,39.09410817,-77.15329438
No Injury,39.03623,-77.10767833
No Injury,38.99781667,-77.03821333
No Injury,39.05624479,-76.88906813
No Injury,39.01875333,-76.97565667
No Injury,39.033845,-77.0747
No Injury,39.27750833,-77.32528667
No Injury,39.15168,-77.15019833
No Injury,39.15461,-77.25772333
No Injury,39.11645,-77.16992
Minor Injury,39.17671333,-77.270295
Serious Injury,39.067885,-77.149085
No Injury,39.03391951,-77.07243919
No Injury,39.126325,-77.24033333
No Injury,39.15003333,-77.21471667
No Injury,39.140375,-77.22436333
No Injury,39.05214667,-77.12638833
Serious Injury,39.05151,-77.07447333
No Injury,39.027125,-77.147645
No Injury,39.068205,-77.06095
No Injury,39.033405,-77.00290167
No Injury,38.99694183,-77.09652275
No Injury,39.07171185,-77.13299274
No Injury,39.07665831,-76.95736974
Minor Injury,39.16549667,-77.40045833
No Injury,39.11484,-77.23790167
No Injury,39.17119478,-77.26294041
Minor Injury,39.1523,-77.20106333
No Injury,39.054955,-77.14279667
No Injury,39.000276,-77.07646251
Minor Injury,39.05456167,-77.11775167
No Injury,39.05261,-76.95288833
No Injury,39.17696544,-77.27010459
No Injury,39.06850333,-77.06129833
No Injury,39.0865345,-77.14449583
No Injury,39.158665,-77.27446167
Minor Injury,39.01386833,-77.09909833
No Injury,39.08686833,-77.15299667
No Injury,39.05496335,-77.11829539
No Injury,39.04947,-77.07040667
No Injury,39.17794833,-77.24226333
No Injury,39.05873031,-77.12049365
Minor Injury,38.994725,-77.03058333
No Injury,39.13220847,-77.18909506
No Injury,39.11735893,-77.16897458
No Injury,39.14987667,-77.18879
No Injury,39.039695,-77.055485
No Injury,39.06358667,-77.07361333
No Injury,39.06352356,-77.06548691
Minor Injury,39.11929333,-77.02170833
No Injury,39.08377181,-77.11668491
No Injury,39.18778252,-77.18687285
Minor Injury,39.03138167,-77.12643833
No Injury,38.993915,-77.05233
No Injury,39.08455268,-77.13625389
No Injury,39.06316952,-77.05017485
Minor Injury,39.10765667,-77.15213333
No Injury,39.16855833,-77.05994333
No Injury,38.99978667,-76.99390333
No Injury,39.02742088,-77.01719239
No Injury,39.09085167,-77.15302333
No Injury,39.17696833,-77.26979833
No Injury,39.169725,-77.176555
No Injury,39.020045,-77.16147
No Injury,39.00517014,-77.02272177
No Injury,39.04343,-77.11094333
No Injury,39.03128,-77.00459333
No Injury,39.02334167,-77.158015
Minor Injury,39.04949381,-77.07092106
No Injury,39.09088167,-77.04553833
No Injury,38.9957901,-77.02458858
No Injury,39.10273,-77.18915
No Injury,39.06644667,-77.03106
No Injury,39.06306,-77.12974167
No Injury,39.032815,-77.07489333
No Injury,39.19227013,-77.24277288
No Injury,39.04537395,-76.98899669
No Injury,38.992672,-77.05577433
No Injury,39.15777167,-77.270325
No Injury,39.00863738,-77.04023825
No Injury,39.10722833,-77.379115
No Injury,39.17824667,-77.26642167
No Injury,39.12623802,-76.97171688
No Injury,38.98206798,-77.09851563
No Injury,39.109464,-77.075984
Minor Injury,39.15195,-77.21148167
No Injury,39.083845,-77.087885
No Injury,39.07643183,-77.13830033
No Injury,39.03976833,-77.15715
No Injury,39.14924333,-77.23423833
Minor Injury,38.9893,-77.149
Serious Injury,39.20877167,-77.24718
Minor Injury,38.99329167,-77.09620167
No Injury,38.99937667,-76.99624
No Injury,39.046615,-76.98659333
No Injury,39.01553677,-77.00509027
No Injury,39.12629933,-77.21149867
No Injury,39.01806833,-77.04569667
No Injury,39.19191543,-77.24419445
No Injury,38.970068,-77.130831
Minor Injury,39.05417,-77.113405
No Injury,39.20497333,-77.24614167
No Injury,39.06958333,-77.10557667
No Injury,39.09226585,-77.1425736
No Injury,39.006787,-77.097667
No Injury,39.006735,-77.09771833
No Injury,39.11668,-77.20140833
No Injury,39.06036,-77.05136333
No Injury,39.16258333,-77.16586667
No Injury,39.02768,-77.07646
No Injury,39.05809333,-77.04993
No Injury,38.99569333,-77.02467
No Injury,39.115085,-77.07504833
Minor Injury,39.09598333,-77.10977333
No Injury,39.18124179,-77.23839283
No Injury,39.069125,-77.16938667
Minor Injury,39.09318693,-77.03999072
No Injury,38.98731117,-77.02678017
No Injury,39.09032167,-77.07136
No Injury,39.20332895,-77.18727529
No Injury,39.18521176,-77.18744159
No Injury,38.99952333,-76.99469167
Minor Injury,39.08377167,-77.07843
Minor Injury,38.97319833,-77.12187333
No Injury,39.00540667,-77.04001833
No Injury,38.99257667,-77.02647833
No Injury,39.12475027,-77.17125177
No Injury,39.08784667,-77.04506167
No Injury,38.988345,-76.977675
No Injury,39.11061,-76.98979833
No Injury,38.99330833,-77.12065667
Minor Injury,39.0327,-77.074715
No Injury,39.09649583,-77.15337753
No Injury,38.97772167,-77.09877667
Minor Injury,39.058815,-76.96664333
No Injury,39.17907167,-77.26705833
No Injury,39.1167745,-77.18424783
No Injury,39.24711333,-77.34981167
No Injury,39.102835,-77.19080833
No Injury,39.14908296,-77.21069098
No Injury,39.01535167,-76.97804333
No Injury,38.9752906,-76.99431649
No Injury,39.18685333,-77.19868667
No Injury,39.08494,-76.94773833
No Injury,38.99156167,-77.09568
No Injury,38.98639333,-77.09644
No Injury,39.12888167,-77.23682
No Injury,39.15338441,-77.27834702
No Injury,39.07577857,-77.00147063
No Injury,38.99673993,-77.09650473
Minor Injury,39.00721667,-77.07968833
No Injury,38.997305,-77.021615
No Injury,39.12613667,-77.07225833
No Injury,39.05335143,-77.11019397
No Injury,39.13549667,-77.03137
Minor Injury,39.11644167,-76.96508833
No Injury,39.10877333,-77.18571
No Injury,39.157725,-77.27084833
No Injury,39.17527,-77.2944
Minor Injury,39.19903,-77.26085833
No Injury,39.035465,-77.19455833
No Injury,38.98061333,-76.99
Minor Injury,39.13951167,-77.181495
No Injury,39.08221,-77.216605
Minor Injury,39.15776567,-77.21791416
No Injury,38.99394313,-77.0772551
No Injury,38.98634106,-77.0969291
No Injury,39.08563333,-77.16973833
Minor Injury,39.21967002,-77.37776041
No Injury,39.17695,-77.264282
No Injury,39.01394333,-77.16018667
No Injury,39.14161,-77.193595
No Injury,38.99280167,-77.03641833
Minor Injury,39.08524,-77.07872833
No Injury,39.05947872,-77.05020357
No Injury,39.00859,-77.01686
No Injury,39.14172745,-77.22762108
No Injury,39.05713167,-77.16094667
No Injury,39.27831167,-77.203655
No Injury,39.05309333,-77.11352167
No Injury,39.15530833,-77.21561167
No Injury,39.13629167,-77.132765
No Injury,39.15032333,-77.24484833
No Injury,38.97506167,-77.12532833
Minor Injury,39.154765,-77.20865667
Serious Injury,39.176085,-77.24617333
No Injury,38.95128167,-77.10212833
No Injury,39.089465,-77.13933833
No Injury,39.12668122,-77.02803254
No Injury,39.03188833,-77.00395833
No Injury,39.2155,-77.25231667
No Injury,39.01386833,-77.09909833
No Injury,39.09237667,-77.04574333
No Injury,39.01976167,-77.01324833
Minor Injury,39.13549728,-77.19166741
Minor Injury,39.20172167,-77.25339
No Injury,39.02648833,-77.147965
Minor Injury,39.126075,-77.21181
No Injury,39.11818833,-77.25254667
Minor Injury,39.082542,-77.15115117
No Injury,39.1414,-77.08845333
No Injury,39.01511892,-77.04244874
No Injury,39.13499845,-77.22980306
No Injury,38.99245259,-77.0281747
No Injury,39.00021167,-77.076785
No Injury,39.02277402,-77.15004074
No Injury,38.99784561,-77.02455235
No Injury,39.10682667,-76.920435
No Injury,39.07579667,-77.16319167
No Injury,38.99937667,-76.99624
No Injury,39.17443,-77.24852667
Minor Injury,39.13588333,-77.19199833
No Injury,38.99595333,-77.00572167
Minor Injury,39.05800832,-76.96854711
No Injury,39.0286919,-77.14715213
No Injury,39.037015,-77.12387833
No Injury,39.05627667,-76.95444667
No Injury,38.98083833,-76.98970833
No Injury,39.05473967,-77.05194712
Minor Injury,39.03971132,-76.99042395
No Injury,39.08782667,-76.999295
No Injury,38.99995667,-76.99506833
No Injury,39.05492,-77.08423833
No Injury,38.99342333,-77.06356833
No Injury,39.060315,-77.04502667
Minor Injury,39.20883043,-77.24715829
No Injury,38.96274833,-77.12095667
Minor Injury,39.20991667,-77.382115
No Injury,39.129185,-77.16624
Minor Injury,39.002766,-77.07721183
No Injury,39.16656167,-77.27076333
No Injury,39.19084667,-77.25846667
Minor Injury,39.08147333,-77.144495
No Injury,39.07772817,-77.16303567
No Injury,39.01209333,-76.97864667
No Injury,39.13817,-77.15359833
No Injury,39.15995667,-77.21621833
No Injury,38.98431517,-77.09402117
No Injury,39.1843105,-77.21094847
No Injury,39.00676333,-77.22287667
Minor Injury,39.15931167,-77.21896667
No Injury,39.171365,-77.059325
No Injury,39.08479667,-77.075465
No Injury,39.129125,-77.22902167
No Injury,38.98841167,-76.98725
No Injury,39.16331335,-77.2978346
No Injury,39.07654783,-77.12067333
No Injury,39.17016,-77.194485
No Injury,38.99942333,-77.02649167
Minor Injury,39.05606667,-76.95437167
No Injury,39.05573318,-77.14963451
No Injury,39.10628919,-76.9162944
No Injury,39.08645,-77.21845167
Minor Injury,39.01182967,-77.01702895
No Injury,39.14329167,-77.22400833
No Injury,39.06258222,-77.04854608
No Injury,39.04051167,-76.98913167
Minor Injury,39.05525667,-77.08339167
No Injury,39.05696333,-76.95462167
Minor Injury,39.12826167,-77.23798833
No Injury,39.0775425,-77.140031
No Injury,39.05476467,-77.14549983
No Injury,39.05081333,-77.05182333
No Injury,39.02960833,-77.05718667
No Injury,39.12028892,-77.0404458
No Injury,39.16956,-77.26413833
No Injury,39.00104308,-77.04681873
Minor Injury,39.14431167,-77.15033667
Minor Injury,39.16986333,-77.15518167
No Injury,39.04809818,-77.11916327
No Injury,38.9945977,-77.02675581
No Injury,39.00668333,-76.98047667
No Injury,39.05541867,-77.08349117
No Injury,39.17009,-77.19033667
No Injury,38.95761333,-77.106605
No Injury,39.05541833,-77.14791333
Minor Injury,39.09201833,-77.07012167
No Injury,39.06057,-77.05024
No Injury,39.06373667,-77.12509333
No Injury,39.00452333,-77.07747667
No Injury,39.00109333,-77.07705
No Injury,39.03453622,-77.07095861
No Injury,39.069485,-77.06206167
No Injury,39.14897896,-77.21877515
No Injury,39.10482,-77.19010833
Minor Injury,39.08788667,-76.99942833
No Injury,39.09608167,-77.11044333
No Injury,39.11715333,-77.16881167
Minor Injury,39.06127833,-77.091165
No Injury,39.056275,-76.95378
No Injury,39.04138627,-77.05164403
No Injury,39.19836748,-77.24478319
No Injury,39.063525,-77.07258167
Minor Injury,39.25118167,-77.13548833
No Injury,38.98779667,-77.02433667
No Injury,39.1793,-77.23794167
No Injury,39.10880333,-77.08008167
No Injury,38.99950579,-77.09681377
Minor Injury,39.246335,-77.14364167
No Injury,39.13373667,-77.158405
No Injury,39.23134333,-77.23768667
No Injury,39.01133833,-77.09788
No Injury,39.06475167,-77.04851833
Minor Injury,39.19437833,-77.125165
No Injury,39.14071,-77.21081
No Injury,39.05315833,-77.107705
No Injury,39.23964667,-77.28144833
No Injury,38.99762973,-77.02700257
No Injury,39.02798633,-77.08016883
No Injury,39.14394833,-77.22418833
No Injury,39.015765,-77.04195667
No Injury,39.12598167,-77.183065
No Injury,38.997492,-77.07722167
No Injury,39.09507667,-76.9382
No Injury,39.08383833,-77.077515
No Injury,39.13317333,-77.12191833
No Injury,39.0629321,-77.17655182
Minor Injury,39.12084833,-77.15825
No Injury,39.02490898,-77.1255067
No Injury,39.07901333,-76.99915
Minor Injury,39.11721667,-77.16928333
No Injury,39.16929833,-77.01727
No Injury,39.006195,-76.984345
No Injury,39.18993,-77.24159667
No Injury,39.05533167,-77.08322333
No Injury,39.152275,-77.21283
No Injury,39.16163714,-77.15848446
Minor Injury,39.16415333,-77.27232333
No Injury,39.08491167,-77.14785333
No Injury,39.01410167,-77.004005
No Injury,39.07948299,-77.14463728
Minor Injury,38.983014,-77.014942
No Injury,39.17748333,-77.21005833
No Injury,39.0870935,-77.149469
No Injury,39.00835667,-77.01901
Minor Injury,39.0575296,-76.96815491
Minor Injury,39.11511333,-77.16505833
No Injury,38.99392833,-77.02652333
No Injury,39.16664167,-77.281035
No Injury,39.17510605,-77.25375652
No Injury,39.1997384,-77.2594636
No Injury,39.18253083,-77.19079435
No Injury,39.03447,-77.10676
No Injury,39.09080333,-77.10242
No Injury,39.09582667,-77.17702
Minor Injury,39.075474,-77.1176265
No Injury,39.12849167,-77.343105
Minor Injury,39.00085,-77.12543333
No Injury,39.10987731,-77.30264515
No Injury,39.12593667,-77.22635167
No Injury,39.03917667,-77.12094333
Minor Injury,39.19224167,-77.24306667
No Injury,39.0744428,-77.13558644
Minor Injury,39.08781077,-77.3027873
Minor Injury,39.14884,-77.14725667
No Injury,39.03312258,-77.16091454
No Injury,38.97843583,-77.09133267
No Injury,39.01561333,-76.97979
No Injury,38.99573,-77.08032333
Minor Injury,39.06575167,-76.97343833
No Injury,39.03942333,-77.05787333
No Injury,39.010205,-77.11429
No Injury,39.03503833,-77.06864333
No Injury,39.10941667,-77.075715
No Injury,38.973007,-77.12204983
No Injury,39.13618333,-77.086445
No Injury,39.05142833,-77.05133
No Injury,39.08507097,-77.07858682
No Injury,39.04627667,-76.990695
No Injury,39.08343711,-77.14698547
No Injury,39.06525626,-77.12674856
No Injury,39.09925393,-77.10027248
No Injury,39.09309667,-77.08668333
No Injury,39.12863667,-77.16754
No Injury,38.99779167,-77.109975
No Injury,39.03641338,-77.0503284
No Injury,39.05040195,-77.18803945
No Injury,39.08424,-76.95102
No Injury,39.05682833,-76.97007667
No Injury,38.990185,-77.02022833
No Injury,39.10326,-77.29193833
No Injury,39.16368333,-77.28268
No Injury,39.08109067,-77.14386783
Minor Injury,39.10509833,-77.190695
No Injury,39.17122805,-77.26282775
No Injury,39.10149155,-77.16103792
Minor Injury,39.10397833,-77.19148667
No Injury,39.18561716,-77.27873996
No Injury,39.078705,-77.14222833
No Injury,39.089875,-77.152315
No Injury,39.08117683,-77.1447225
Minor Injury,39.11971459,-77.04162598
Minor Injury,39.12901667,-77.16612333
No Injury,39.13316167,-77.24461167
No Injury,39.01448,-76.978005
No Injury,39.05653667,-77.069175
No Injury,39.14184833,-77.21749333
No Injury,39.03675,-77.030585
No Injury,39.06687,-77.12808833
No Injury,39.10070833,-77.21365833
No Injury,39.085115,-77.078655
No Injury,39.004315,-76.98205333
Minor Injury,38.99842706,-77.00115547
No Injury,39.05670065,-76.99673653
No Injury,39.20183036,-77.25305915
No Injury,38.97690952,-77.00919271
No Injury,39.13156667,-77.16029167
No Injury,39.02192333,-76.977105
No Injury,39.04910667,-77.05201167
No Injury,39.06649669,-77.03036936
No Injury,39.08387073,-77.04644411
No Injury,39.21465333,-77.25076
No Injury,39.088262,-77.15145383
No Injury,39.03446333,-77.07261
No Injury,39.13625667,-77.086735
No Injury,39.05372833,-77.09586
No Injury,39.08754429,-77.15008378
No Injury,39.03284233,-77.161068
No Injury,39.12866667,-77.343425
No Injury,39.02480833,-77.12576167
No Injury,38.9635605,-77.10187367
No Injury,39.16674117,-77.25954383
No Injury,39.03404,-77.00260667
No Injury,39.049285,-77.114345
Minor Injury,39.1765,-77.11838167
Minor Injury,39.14010833,-77.19567333
No Injury,39.04488167,-77.06468
No Injury,39.18169667,-77.26033
No Injury,39.15404999,-77.25266218
Minor Injury,39.0061,-77.03876167
No Injury,38.993355,-76.99192833
No Injury,39.07526667,-76.95710333
No Injury,39.070225,-76.95290667
No Injury,39.09837167,-76.97288167
No Injury,39.20213667,-77.25309167
No Injury,39.01172667,-77.09825833
No Injury,39.19319667,-77.270395
No Injury,39.074671,-77.045744
No Injury,39.10285167,-77.22054667
Minor Injury,39.07289167,-76.95965
No Injury,38.99583492,-76.99306861
No Injury,39.24395333,-77.26619333
No Injury,39.13985,-77.13366333
No Injury,39.11466833,-77.185515
No Injury,39.16290167,-77.283045
No Injury,39.08459667,-77.076315
Minor Injury,39.20376833,-77.16202667
Minor Injury,39.14756137,-77.16954321
No Injury,39.077227,-77.1239875
Minor Injury,39.05624167,-77.06096667
No Injury,39.10017017,-77.19200667
No Injury,39.10375833,-77.08831167
Minor Injury,39.15669976,-77.19197854
No Injury,39.15144667,-77.17578167
No Injury,39.04593,-76.990085
No Injury,39.06154507,-76.99834585
No Injury,39.03952,-77.06836167
No Injury,39.02792,-77.07764833
No Injury,39.01402333,-77.099195
Minor Injury,39.20766667,-77.16879667
No Injury,39.17685056,-77.27010727
No Injury,39.07927667,-77.14254833
No Injury,39.15373667,-77.06844167
No Injury,38.99262833,-77.00212833
No Injury,39.080165,-77.13788333
No Injury,39.098802,-77.12519
No Injury,39.08919762,-77.07198089
No Injury,38.99401167,-77.03037667
No Injury,39.00016761,-77.08056092
Minor Injury,39.0233163,-77.16225988
No Injury,39.00450333,-77.077555
Minor Injury,39.06627333,-77.02720167
No Injury,39.015758,-77.04209583
Minor Injury,39.106275,-77.00180833
No Injury,39.01608167,-77.00532833
Minor Injury,39.08115677,-76.95013046
Minor Injury,38.9969325,-77.07708417
No Injury,39.05120667,-77.07475833
No Injury,39.04894701,-77.0571278
Minor Injury,39.18251732,-77.27460332
Minor Injury,39.08958867,-77.15174675
No Injury,39.17501,-77.26007667
No Injury,39.17836833,-77.20985833
No Injury,39.17878167,-77.23872333
No Injury,39.0439882,-77.04784334
No Injury,39.136895,-77.18006833
Minor Injury,39.05690667,-77.15761667
No Injury,38.97534167,-76.99543667
No Injury,38.982596,-77.13661483
No Injury,38.99062667,-77.026825
No Injury,39.100634,-77.213999
No Injury,39.10636333,-77.151245
No Injury,39.08885867,-77.1780765
No Injury,39.19143167,-77.27224833
No Injury,39.15719667,-77.21419667
No Injury,39.12220833,-77.17731833
No Injury,39.14052667,-77.23119
No Injury,39.20465333,-77.24621
No Injury,39.04689833,-77.16146833
No Injury,38.971045,-77.12933833
Minor Injury,39.036445,-77.04997167
No Injury,39.04571333,-76.986065
No Injury,39.13584167,-77.155825
No Injury,38.99459871,-77.02664984
No Injury,39.03570267,-77.06494464
No Injury,39.02481167,-77.12493833
No Injury,39.13636011,-76.9940114
Minor Injury,39.10824,-76.99709833
No Injury,39.087015,-77.15448167
No Injury,39.10061167,-76.97871
Minor Injury,39.174565,-77.20448167
No Injury,38.99757449,-77.02493191
No Injury,39.17757667,-77.270775
No Injury,39.11074518,-77.21865781
No Injury,38.98301,-77.09849
No Injury,39.114465,-76.99322333
Minor Injury,38.99214333,-77.16182833
No Injury,39.096325,-77.106095
Minor Injury,39.10240667,-77.22026667
No Injury,38.977415,-77.07725667
No Injury,39.01962833,-77.134305
No Injury,39.14643,-77.41754667
No Injury,39.02592083,-77.103461
No Injury,39.09633667,-76.93772167
No Injury,39.082135,-77.16106
Minor Injury,39.04696082,-77.0523119
No Injury,39.08375333,-77.15305
No Injury,39.0042916,-77.09734082
No Injury,39.048975,-77.10178167
No Injury,38.98626,-77.11499833
No Injury,39.094975,-77.11259833
Serious Injury,39.12176167,-77.18657833
Minor Injury,39.12906333,-77.23379167
No Injury,39.08782667,-76.999295
No Injury,39.012725,-77.160375
